"","A X4x12","A X3x13","A X4x14","A X6x12","A X5x13","A X7x11","A X3x10","A X4x13","A X2x13","A X5x14","A X8x10","A X3x14","A X5x12","B X15x19","B X17x10","B X18x8","B X15x20","B X16x19","B X20x22","B X15x18","B X19x9","B X18x9","B X18x7","B X15x17","C X15x4","C X16x7","C X18x5","C X19x6","C X15x6","C X16x2","C X14x2","C X16x4","C X18x6","C X15x2","C X17x2","D X17x20","D X10x7","D X15x4","D X8x12","D X9x9","D X11x15","D X14x8","D X12x8","D X4x12","D X3x17","D X16x7","D X6x14","D X17x6","D X18x5","D X10x9","D X11x4","D X12x7","D X13x6","D X4x17","D X8x7","D X9x6","D X10x5","D X11x8","D X14x7","D X15x6","D X7x16","D X8x14","D X10x12","D X12x10","D X13x11","D X3x13","D X4x14","D X5x15","D X6x12","D X9x15","D X11x6","D X8x2","D X9x3","D X14x2","D X7x15","D X6x16","D X8x9","D X9x4","D X10x3","D X11x10","D X14x5","D X12x13","D X6x11","D X18x6","D X9x13","D X10x10","D X11x3","D X12x4","D X15x9","D X13x9","D X3x15","D X5x13","D X7x11","D X12x3","D X13x2","D X5x16","D X16x8","D X19x5","D X17x21","D X10x6","D X15x5","D X8x11","D X9x10","D X11x12","D X12x15","D X15x2","D X16x6","D X17x7","D X7x12","D X10x8","D X11x5","D X12x6","D X13x7","D X13x4","D X5x11","D X4x16","D X9x7","D X10x4","D X11x9","D X14x6","D X15x7","D X9x12","D X7x17","D X8x13","D X9x8","D X10x15","D X11x14","D X14x9","D X12x9","D X4x13","D X3x16","D X6x15","D X17x5","D X7x14","D X11x7","D X13x5","D X4x18","D X8x8","D X9x5","D X11x11","D X14x4","D X12x12","D X8x15","D X9x14","D X10x13","D X9x16","D X12x11","D X13x10","D X3x12","D X4x15","D X5x14","D X3x18","D X6x13","D X12x2","D X13x3","D X5x17","D X20x5","D X8x3","D X9x2","D X14x3","D X6x17","D X8x10","D X9x11","D X8x16","D X11x13","D X14x10","D X16x5","D X7x13","D X10x11","D X11x2","D X12x5","D X15x8","D X13x8","D X3x14","D X5x12","E X18x10","E X10x14","E X14x7","E X16x17","E X16x8","E X19x10","E X20x13","E X11x12","E X18x11","E X22x13","E X22x14","E X13x15","E X16x18","F X22x19","F X24x14","F X25x15","F X28x10","F X19x13","F X17x13","F X20x14","F X23x19","F X21x15","F X25x16","F X15x13","F X17x6","F X18x5","F X21x17","F X16x11","F X17x10","F X22x17","F X24x16","F X25x13","F X19x15","F X18x8","F X21x13","F X14x14","F X15x15","F X16x13","F X19x8","F X17x8","F X24x18","F X19x17","F X18x6","F X18x12","F X14x12","F X20x17","F X19x5","F X22x18","F X24x13","F X26x15","F X16x15","F X17x14","F X20x13","F X18x13","F X23x16","F X22x15","F X23x14","F X25x17","F X16x6","F X17x7","F X21x18","F X15x16","F X17x11","F X22x16","F X18x16","F X24x15","F X25x14","F X26x13","F X19x12","F X17x12","F X20x15","F X23x18","F X21x14","F X15x12","F X17x5","F X21x16","F X16x12","F X18x14","F X23x13","F X24x17","F X19x14","F X21x12","F X14x15","F X15x14","F X20x16","F X26x14","F X16x14","F X17x15","F X20x12","F X23x17","F X22x14","F X18x15","F X23x15","F X24x19","F X16x5","F X19x16","F X18x7","F X14x13","F X26x16","F X23x20"
"C1QA",1,0,10,13,8,3,5,6,14,5,6,0,14,0,0,8,17,0,0,6,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,2,4,0,1,1,0,0,10,6,4,0,5,0,3,3,0,0,4,4,12,1,0,0,4,12,0,7,0,3,5,0,7,0,0,0,0,1,0,0,0,3,0,3,5,6,2,4,1,3,8,0,0,6,0,3,6,3,11,0,3,12,6,1,2,2,0,12,2,0,0,0,10,4,8,9,7,1,4,0,4,11,3,0,3,0,2,8,0,8,4,0,7,0,0,7,0,0,2,0,0,0,5,3,9,7,1,1,2,0,5,0,3,6,8,3,2,0,4,11,0,2,13,3,0,0,4,10,0,3,3,9,0,5,7,4,3,1,4,3,10,0,0,1,0,3,0,0,0,1,0,0,2,5,0,3,1,0,2,0,0,0,0,0,2,3,0,12,1,0,6,0,4,1,2,0,0,2,0,0,6,0,0,2,3,0,1,4,0,3,1,0,6,0,0,4,0,0,3,6,3,10,2,6,0,0,0,0,0,1,0,0,0,5,2,0,3,2,0,0,2,6,1,7,0,7,0,5,1,0,1,0,2,0,1,0,0,2,3,3
"OS9",7,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,3,4,1,26,1,0,6,0,12,5,24,3,9,6,0,0,15,0,1,4,10,3,0,13,0,11,12,2,1,8,2,0,3,9,4,18,2,1,0,1,9,32,2,5,11,0,7,3,2,11,0,1,1,0,0,0,3,11,3,0,4,8,19,3,9,0,9,5,0,7,11,10,12,0,0,1,2,5,4,11,4,0,3,0,10,2,0,0,16,6,0,5,8,5,3,7,11,0,0,12,0,0,0,1,7,0,0,2,29,2,2,1,0,8,6,2,1,1,4,0,10,0,0,4,0,8,8,0,1,5,7,18,1,7,13,9,8,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,2,1,6,1,4,8,1,3,6,3,0,0,13,9,4,5,3,11,14,12,4,1,11,9,0,4,5,4,10,5,7,13,3,0,3,9,7,10,6,13,8,17,4,7,19,4,7,26,3,0,6,3,0,0,14,3,2,1,13,11,13,16,8,10,0,8,9,7,0,5,0,2,6,1,7,2,10,6,3,9,1,0,0,7,7
"GABARAP",1,2,2,0,1,2,2,4,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,0,1,1,0,1,1,1,0,1,1,2,0,1,0,0,0,2,1,0,6,2,1,1,0,0,0,0,1,1,3,0,0,1,0,0,0,1,2,3,4,1,3,0,1,1,1,1,1,1,0,0,3,2,1,0,0,0,0,2,1,1,1,1,1,2,0,2,1,0,1,4,2,4,3,1,0,0,0,0,0,0,8,0,0,1,0,4,0,4,0,0,0,1,0,0,2,3,2,0,0,0,0,6,1,1,0,0,1,0,1,0,1,1,0,0,0,2,1,3,3,1,0,0,2,0,1,0,0,0,0,0,0,1,4,0,2,1,1,0,0,0,0,0,4,4,2,5,3,3,2,2,4,1,1,1,6,1,3,0,1,1,2,0,2,0,3,6,3,3,1,3,0,2,6,0,0,0,4,4,3,0,4,2,3,4,4,2,3,0,3,4,5,1,3,1,0,5,13,3,4,2,4,1,0,6,5,7,0,1,5,2,4,1,1,4,3,2,5,3,2,1,2,5,0,2,0,1,0
"TAF10",0,0,0,0,5,0,1,0,7,8,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,8,0,0,5,0,1,0,2,0,0,0,0,0,3,2,0,0,0,2,0,3,5,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,12,1,2,0,0,0,2,2,0,4,0,0,0,4,0,0,1,3,0,0,7,0,4,0,11,1,6,0,3,2,0,0,0,5,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,3,5,2,11,0,0,1,1,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,0,0,0,0,4,1,0,0,1,0,0,0,21,5,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,13,0,0,4,13,0,8,0,13,0,24,0,0,0,0,0,4,25,0,0,13,0,6,2,2,5,1,6,13,0,7,0,1,10,0,0,0,0,9,13,0,0,4,0,0,1,9,15,0,15,0,5,22,4,1,7,5,0,12,5,5,10,0,2,1,0,8,0,2,0,8,0,12,3,10,11,5,3,4,0,3,8,4
"HEXA",0,0,0,13,9,0,0,0,0,0,7,0,4,0,0,0,0,0,0,1,0,11,0,0,17,0,10,0,0,0,0,0,0,0,0,0,0,4,0,1,1,5,0,1,0,0,4,0,0,0,0,1,0,0,0,3,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3,0,3,3,0,3,10,0,0,3,0,0,0,0,3,0,0,2,1,1,0,0,3,0,3,0,0,1,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,4,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,4,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5,11,4,0,0,0,16,0,0,4,1,0,0,3,5,0,5,0,0,1,0,5,7,11,0,9,1,5,9,6,0,0,1,4,0,4,0,0,1,0,5,4,0,5,0,0,8,0,1,2,6,0,0,2,2,2,1,2,0,0,8,0,2,4,0,0,0,13,3,6,3,0,6,0,0,1,2,3,9,0,5,2,6,10,3,0,0,0,0,0,1
"GGA1",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,4,0,0,0,2,12,0,9,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,4,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,5,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,8,1,5,2,0,3,11,2,1,3,2,0,0,0,3,1,6,4,0,1,0,2,0,0,0,3,1,7,12,0,2,3,5,0,25,0,0,2,3,0,0,0,1,0,0,11,3,4,6,5,0,0,0,0,0,3,2,0,1,2,0,0,2,5,3,3,2,5,0,0,0,3
"USF2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,10,6,0,0,0,2,0,2,3,0,0,0,1,0,0,0,0,0,0,1,5,0,5,0,0,0,5,5,3,11,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,4,0,0,0,3,0,0,3,0,0,2,4,10,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,8,0,0,0,0,0,0,1,6,0,2,4,0,2,0,10,0,0,7,1,0,3,0,2,1,2,3,0,1,0,0,0,2,1,0,7,6,3,3,1,2,0,0,2,4,0,13,0,0,0,0,1,0,4,0,0,7,4,2,1,2,2,6,0,0,0,4,0,0,4,0,5,5,4,0,5,0,0,0,0,3
"AKR7A2",0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,3,1,14,0,8,0,4,0,7,0,0,0,1,0,10,0,0,0,0,1,0,5,1,0,0,1,2,4,0,3,0,0,1,0,0,0,9,0,0,5,4,0,1,0,0,3,0,2,0,0,1,0,0,16,2,0,0,0,0,2,0,1,1,2,0,0,3,6,7,1,0,5,2,0,0,8,2,0,3,5,0,1,0,0,8,2,0,0,0,2,0,1,1,11,0,1,0,0,1,3,0,0,0,0,0,2,11,0,1,8,0,0,0,0,0,0,4,4,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,10,1,1,4,5,4,0,0,0,0,0,1,1,11,0,4,17,2,1,1,2,3,0,0,4,0,2,0,16,9,13,12,0,0,2,6,0,1,4,9,0,0,1,1,3,0,0,0,4,0,0,1,16,2,12,12,2,1,0,8,1,0,1,0,4,0,3,2,4,2,1,10,1,0,7,1,6,3,8
"GSTO1",1,7,0,0,15,0,0,3,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,5,0,0,0,0,0,6,1,5,4,1,0,0,0,0,2,0,0,0,4,4,0,0,1,8,0,1,0,0,0,4,0,7,1,0,3,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2,3,0,1,1,0,0,6,0,1,2,1,0,2,3,1,0,3,2,0,1,1,0,2,2,0,1,0,0,5,3,0,0,3,1,5,2,3,2,0,1,0,4,1,8,2,1,0,3,2,0,0,3,0,0,2,1,1,0,0,0,0,0,4,2,0,0,0,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,6,0,4,1,3,0,2,0,2,3,0,0,0,0,3,12,0,1,8,0,0,0,2,1,3,5,8,0,4,0,8,1,0,1,0,0,4,2,1,8,3,2,0,0,4,1,7,2,2,3,6,0,0,0,10,0,3,11,8,9,0,0,6,0,0,1,0,2,1,0,0,2,1,8,0,3,0,0,0,0,0
"CD81",50,15,11,17,28,13,19,48,17,71,32,58,78,15,2,11,8,0,0,1,4,40,12,7,0,0,2,62,6,10,0,0,0,0,4,8,3,29,0,10,22,8,14,14,10,11,17,9,6,6,15,30,16,5,18,25,13,5,6,10,13,14,15,7,15,8,41,11,4,5,9,14,12,9,7,12,10,30,13,20,37,5,5,15,14,10,13,14,25,5,7,32,13,17,15,4,23,1,16,12,17,6,10,11,8,11,4,34,16,14,13,5,17,16,13,16,4,12,9,37,29,11,3,9,17,4,6,7,1,14,3,13,13,5,14,26,2,6,13,9,4,3,9,38,20,17,26,0,2,11,48,15,3,17,14,9,18,1,6,6,3,10,45,0,11,22,11,8,25,31,8,3,14,6,13,12,0,4,11,9,0,9,57,34,5,9,12,5,12,45,12,15,4,43,40,11,31,35,57,13,25,11,74,33,33,39,13,7,45,36,8,15,70,23,23,49,22,26,47,48,34,13,13,23,27,47,25,19,16,19,22,23,16,29,62,28,24,38,37,13,33,9,14,27,30,23,14,19,58,65,71,82,50,36,12,13,28,8,21,24,24,20,15,28,47,27,19,60,22,31,14,28,14,18,30
"IFNAR1",0,0,0,5,0,0,0,0,4,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,2,0,0,2,0,0,3,10,0,2,0,3,3,2,3,2,10,0,0,0,10,0,0,6,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,3,0,0,4,0,0,5,1,2,0,3,0,0,0,0,0,0,0,0,5,3,5,1,0,0,0,0,0,0,0,1,0,8,0,0,3,0,3,0,0,1,0,0,0,4,1,0,1,0,4,1,1,0,8,0,0,0,4,0,0,0,0,6,0,3,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,4,0,3,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,5,3,3,3,3,6,2,1,5,6,0,5,0,0,0,0,0,3,0,15,2,0,1,2,1,2,3,8,10,1,0,3,6,2,0,0,2,11,0,0,0,4,2,3,1,7,0,0,1,0,2,7,0,2,7,5,2,23,8,3,7,3,0,1,0,2,7,3,4,0,0,3,5,1,2,7,2,2,0,0,0,0
"HADHA",3,0,3,0,6,2,0,9,5,1,5,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,5,0,0,5,1,1,2,11,1,0,0,6,4,0,2,0,1,0,2,0,0,5,1,1,2,0,2,0,0,0,2,2,3,4,3,1,0,3,2,1,3,0,0,10,0,0,3,1,2,2,2,4,2,0,1,3,7,2,0,3,3,0,7,3,8,3,0,1,4,0,12,7,8,1,1,6,1,0,2,2,0,6,0,4,3,0,0,1,2,0,13,0,0,1,1,1,2,0,2,1,3,3,3,0,2,3,0,0,0,1,2,4,1,1,4,7,0,1,0,1,2,2,0,1,1,4,3,0,3,3,9,0,0,1,0,4,0,1,0,0,0,1,0,5,11,0,2,10,7,14,0,14,8,10,2,8,0,9,0,6,8,0,0,1,1,1,0,12,3,3,7,4,7,9,2,10,0,0,3,5,7,19,2,2,3,14,0,8,4,11,12,4,13,6,14,5,0,0,0,0,0,3,8,26,18,9,39,7,8,0,0,12,0,2,10,0,7,15,16,14,1,6,4,0,4,3,0,3,12,12
"ANXA1",0,0,0,0,61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,2,11,4,0,0,2,9,0,4,0,5,15,1,7,1,2,0,1,0,13,1,5,5,2,0,1,13,0,5,0,0,2,1,0,0,9,11,1,0,5,4,0,0,0,8,4,0,9,0,1,2,5,2,0,0,7,2,0,0,2,4,0,1,7,0,2,1,8,10,1,2,5,4,1,2,12,0,11,1,1,7,0,0,1,4,1,2,0,1,3,0,1,9,2,14,3,0,2,0,10,21,0,0,2,0,5,1,1,3,14,4,0,0,5,8,0,0,0,5,0,0,0,0,0,3,2,3,4,2,0,8,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9,0,1,6,21,1,11,1,16,1,4,13,0,1,1,4,2,1,16,2,6,3,0,4,2,10,4,4,0,1,9,4,2,16,0,5,0,0,0,0,8,1,2,17,7,0,11,0,0,0,9,4,1,3,15,5,7,11,24,5,13,0,5,2,0,10,0,14,3,6,3,13,3,5,4,1,7,0,0,9,1
"RHOA",0,0,0,8,0,0,4,0,2,45,0,3,0,0,0,0,2,0,1,1,3,7,0,43,0,0,0,0,0,0,0,0,0,1,0,4,6,21,0,2,18,2,4,0,0,0,0,0,1,7,5,0,13,1,0,0,5,11,11,11,5,24,0,6,0,3,24,1,8,0,0,0,5,7,2,9,4,8,7,12,8,0,8,10,13,6,1,5,6,0,1,1,4,6,1,0,13,1,0,9,5,6,2,9,5,5,4,7,3,14,3,5,3,4,0,26,11,7,4,10,8,0,3,9,14,0,1,3,14,0,13,0,1,3,11,19,4,2,4,0,0,3,5,21,6,6,3,1,2,16,19,0,1,1,2,0,9,0,1,7,0,8,13,0,2,0,2,10,11,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,13,0,7,5,23,0,6,10,32,3,2,0,31,4,0,17,0,0,11,18,6,1,11,20,4,13,3,3,33,38,8,9,2,6,20,14,13,17,11,4,20,3,0,10,15,1,10,7,10,8,8,4,0,4,36,7,0,14,68,22,28,22,19,23,0,10,3,1,9,7,11,28,27,12,5,5,5,5,4,4,2,20,5,4,20
"PLP2",0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,1,0,2,0,2,0,1,0,0,0,0,7,9,0,0,1,0,2,0,0,0,6,4,0,0,0,4,1,2,0,1,0,3,3,0,2,10,1,0,0,6,4,6,0,2,0,1,21,2,0,0,0,1,3,1,5,6,0,8,0,3,2,4,2,2,1,0,5,0,3,2,1,0,4,0,1,2,0,1,0,2,0,0,4,0,0,1,4,6,0,3,2,1,0,2,1,8,3,3,6,0,3,0,5,2,10,0,0,3,5,1,0,0,0,4,0,0,0,0,0,0,0,1,0,10,0,0,0,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,11,0,0,2,6,0,0,3,20,0,0,8,0,0,1,9,1,0,6,5,0,0,9,0,2,11,4,2,0,4,2,8,3,4,2,2,2,1,0,0,8,5,11,3,5,2,0,0,0,0,6,0,0,0,12,0,4,4,9,1,1,0,6,0,1,2,0,1,0,0,0,0,2,8,0,2,0,5,0,4,0
"PPP1CB",0,0,2,0,1,0,0,1,0,1,0,0,0,7,0,0,0,0,1,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,4,0,0,1,0,14,3,0,1,6,0,5,0,2,0,4,0,0,4,0,9,4,6,1,0,0,1,0,4,0,0,0,2,2,3,0,1,0,0,12,0,7,0,6,0,14,0,0,0,12,4,7,1,0,0,0,3,0,0,0,7,3,0,2,0,11,2,0,0,4,0,3,0,0,0,1,0,8,2,0,0,9,5,0,0,1,1,2,0,0,2,7,0,3,4,0,5,0,1,0,3,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,7,0,4,0,0,0,12,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,15,0,6,1,15,0,1,0,12,0,0,1,0,0,0,2,0,0,6,2,2,0,0,2,0,1,0,5,1,0,6,1,6,7,0,6,7,0,2,0,12,2,4,8,2,1,0,1,1,1,1,0,0,2,15,1,9,15,3,6,0,0,3,0,0,8,0,0,0,4,2,0,2,1,0,1,1,0,1,0,0
"CAPNS1",7,9,7,0,0,4,4,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,1,11,4,15,5,9,11,8,2,5,2,2,8,4,8,4,8,35,9,0,2,10,23,26,2,8,11,5,8,14,0,2,32,12,7,18,3,3,0,5,5,13,9,2,2,8,4,5,5,3,24,5,1,1,41,3,0,17,7,10,0,8,7,0,7,10,8,2,3,4,6,13,20,5,9,18,7,7,23,19,8,7,5,40,2,4,14,4,4,6,12,1,11,0,5,5,0,6,6,12,6,31,10,8,9,22,17,8,0,19,4,1,7,3,0,18,9,5,4,8,8,3,4,0,0,0,7,2,7,5,14,9,14,7,1,1,14,1,7,9,1,3,0,0,0,2,0,1,0,5,0,3,4,0,6,13,12,3,11,11,8,6,22,1,34,2,9,5,50,0,4,14,0,0,8,10,6,2,29,17,16,6,17,19,10,16,13,0,0,1,7,8,15,7,5,6,26,0,3,5,45,8,14,19,16,5,8,22,0,3,30,3,10,40,26,15,43,45,18,31,9,8,5,13,0,11,1,12,22,8,13,7,25,17,9,9,10,1,1,39,13
"EWSR1",0,2,1,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,9,0,2,0,0,0,4,0,0,10,0,0,0,3,0,6,6,7,0,3,8,0,0,0,10,0,1,0,0,0,0,3,0,0,13,1,1,5,2,0,0,0,1,3,0,0,0,4,7,0,1,6,0,0,3,0,0,0,5,0,0,2,0,2,1,0,1,2,0,14,1,0,0,4,0,0,1,0,2,0,0,1,2,2,0,0,3,2,2,0,0,0,2,10,2,0,0,2,2,0,0,1,0,4,0,0,0,12,1,0,2,0,6,1,1,0,2,0,0,1,9,0,2,2,0,2,6,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,12,0,0,5,16,0,0,1,11,5,3,2,0,3,0,3,1,0,7,3,1,2,4,0,5,15,10,4,4,0,4,2,2,1,0,1,5,3,4,0,13,0,2,13,11,6,1,5,0,1,1,1,2,6,27,13,8,10,9,4,4,0,0,0,2,6,0,0,0,5,3,0,1,4,0,2,0,0,1,0,1
"SOCS3",0,1,3,0,20,0,0,23,1,18,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,14,0,1,12,2,0,4,0,7,13,0,9,0,0,28,1,0,59,7,9,2,1,0,0,17,12,10,0,4,12,8,9,2,12,0,12,13,10,0,12,10,5,10,5,0,8,12,0,9,0,9,3,0,9,5,9,5,1,11,27,5,0,22,9,0,1,10,5,5,3,27,5,4,0,32,0,6,14,0,5,17,11,5,45,4,5,3,9,21,0,6,4,12,0,0,3,7,12,20,7,0,4,10,8,0,2,0,3,11,1,0,12,5,3,0,0,3,0,10,0,0,7,0,0,25,16,0,7,43,0,1,17,2,17,1,7,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,8,17,46,3,12,5,104,3,8,5,69,4,21,49,0,0,0,32,15,20,194,4,2,13,16,19,19,95,0,18,0,16,20,24,66,31,7,7,13,14,4,0,12,6,22,7,11,14,3,2,4,7,6,5,7,53,114,38,18,72,91,20,0,12,5,25,8,83,6,42,21,64,8,7,29,39,2,5,11,0,21,6,4
"MBOAT7",0,6,0,2,0,0,3,0,0,5,5,8,3,0,0,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,3,15,0,2,6,0,0,0,0,0,0,5,0,4,0,14,7,6,0,0,0,5,0,1,0,15,1,1,0,0,0,3,1,0,0,8,3,0,11,4,2,8,0,0,4,0,9,6,0,1,0,5,6,5,4,0,7,0,0,0,6,0,2,3,22,0,0,6,0,1,31,2,2,8,0,3,9,0,0,1,1,6,0,11,0,2,0,5,6,1,0,2,1,3,1,0,3,5,0,18,3,0,0,0,2,2,0,2,0,2,5,1,7,4,2,0,0,7,0,0,4,0,6,8,0,2,0,10,7,2,0,0,3,0,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,6,6,6,0,0,5,1,19,1,3,0,17,2,8,5,0,1,1,22,1,6,12,8,4,17,10,1,10,4,11,0,0,6,7,6,2,10,4,7,1,4,0,7,2,2,0,8,5,1,13,6,4,4,10,5,14,5,7,4,1,20,15,1,3,9,0,0,0,9,4,2,3,12,3,1,3,4,7,3,0,0,3,10,6
"HSPB1",5,16,9,7,5,14,16,6,17,8,13,9,0,4,0,19,6,0,0,0,8,16,1,0,0,0,7,0,0,2,3,1,0,2,2,1,29,106,8,21,39,47,21,3,7,14,10,14,20,14,4,43,37,11,6,39,13,23,11,45,16,63,36,31,16,11,103,48,23,16,16,16,21,21,11,14,28,36,20,42,43,3,0,60,9,16,2,24,40,4,38,19,11,30,23,33,31,8,21,11,26,2,24,19,16,31,19,20,37,23,21,71,35,36,6,44,21,32,14,27,46,7,9,14,21,5,21,5,37,29,13,40,50,10,12,134,16,14,12,47,65,9,13,79,29,56,12,10,8,76,32,1,9,19,39,19,2,20,21,26,0,15,10,3,18,20,40,25,32,8,19,25,12,16,9,8,0,0,6,0,1,1,6,0,3,3,13,0,17,10,15,4,13,29,45,43,24,25,100,2,17,29,174,10,10,39,8,15,11,28,7,6,126,40,13,40,76,16,168,223,180,13,9,20,39,18,43,18,8,22,34,22,10,15,89,45,63,59,42,63,22,23,1,10,81,8,7,41,200,31,122,194,86,25,34,10,8,15,2,58,11,18,18,36,15,28,34,56,47,25,35,11,8,21,17
"EVL",4,8,4,10,13,6,5,8,1,7,0,4,1,4,0,0,3,0,2,5,5,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,5,2,0,8,0,0,1,1,3,0,0,1,0,2,6,5,4,0,1,2,0,4,5,12,0,0,0,0,0,1,1,2,2,0,0,4,0,0,3,1,6,0,0,3,10,0,2,3,1,12,8,8,0,1,0,2,0,3,6,2,5,8,2,0,1,0,1,0,4,0,0,7,6,6,0,0,0,1,0,1,2,3,0,0,3,2,2,2,3,2,0,0,1,2,3,3,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,1,3,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,3,5,22,0,3,3,0,7,0,0,0,0,2,0,0,2,0,3,0,0,3,0,0,4,1,1,6,2,5,3,5,4,11,0,3,1,13,14,3,1,0,1,5,4,0,0,17,6,4,2,3,1,1,18,3,0,0,3,3,7,6,8,1,1,14,0,5,7,3,0,1,4,7,1,0,8,3,0,2,0,1,11,20,5,18,5,8,17,0,4,11,0,3,6,2,5,0,10,3,14,4,9,0,2,6,0,3,3,3
