image name, spot coordinates, no of nuclei
P1.1,10x10,74 nuclei
P1.1,10x11,41 nuclei
P1.1,10x12,56 nuclei
P1.1,10x13,73 nuclei
P1.1,10x15,55 nuclei
P1.1,10x16,53 nuclei
P1.1,10x17,43 nuclei
P1.1,10x18,56 nuclei
P1.1,10x19,59 nuclei
P1.1,10x2,59 nuclei
P1.1,10x20,79 nuclei
P1.1,10x21,51 nuclei
P1.1,10x22,0 nuclei
P1.1,10x3,38 nuclei
P1.1,10x4,143 nuclei
P1.1,10x5,29 nuclei
P1.1,10x6,55 nuclei
P1.1,10x7,162 nuclei
P1.1,10x8,71 nuclei
P1.1,10x9,36 nuclei
P1.1,11x10,57 nuclei
P1.1,11x11,89 nuclei
P1.1,11x12,80 nuclei
P1.1,11x13,82 nuclei
P1.1,11x14,46 nuclei
P1.1,11x15,126 nuclei
P1.1,11x16,55 nuclei
P1.1,11x17,68 nuclei
P1.1,11x18,66 nuclei
P1.1,11x19,89 nuclei
P1.1,11x2,46 nuclei
P1.1,11x20,66 nuclei
P1.1,11x21,63 nuclei
P1.1,11x22,17 nuclei
P1.1,11x3,43 nuclei
P1.1,11x4,54 nuclei
P1.1,11x5,36 nuclei
P1.1,11x6,53 nuclei
P1.1,11x7,36 nuclei
P1.1,11x8,82 nuclei
P1.1,11x9,50 nuclei
P1.1,12x10,85 nuclei
P1.1,12x11,67 nuclei
P1.1,12x12,0 nuclei
P1.1,12x13,0 nuclei
P1.1,12x14,13 nuclei
P1.1,12x15,78 nuclei
P1.1,12x16,39 nuclei
P1.1,12x17,100 nuclei
P1.1,12x18,71 nuclei
P1.1,12x19,100 nuclei
P1.1,12x2,45 nuclei
P1.1,12x20,48 nuclei
P1.1,12x21,73 nuclei
P1.1,12x22,32 nuclei
P1.1,12x3,46 nuclei
P1.1,12x4,38 nuclei
P1.1,12x5,38 nuclei
P1.1,12x6,55 nuclei
P1.1,12x7,91 nuclei
P1.1,12x8,66 nuclei
P1.1,12x9,51 nuclei
P1.1,13x10,65 nuclei
P1.1,13x11,67 nuclei
P1.1,13x14,0 nuclei
P1.1,13x15,114 nuclei
P1.1,13x16,80 nuclei
P1.1,13x17,11 nuclei
P1.1,13x18,109 nuclei
P1.1,13x19,63 nuclei
P1.1,13x2,52 nuclei
P1.1,13x20,84 nuclei
P1.1,13x21,95 nuclei
P1.1,13x22,0 nuclei
P1.1,13x3,32 nuclei
P1.1,13x4,59 nuclei
P1.1,13x5,48 nuclei
P1.1,13x6,53 nuclei
P1.1,13x7,47 nuclei
P1.1,13x8,49 nuclei
P1.1,13x9,85 nuclei
P1.1,14x10,101 nuclei
P1.1,14x11,46 nuclei
P1.1,14x15,57 nuclei
P1.1,14x16,87 nuclei
P1.1,14x17,88 nuclei
P1.1,14x18,61 nuclei
P1.1,14x19,70 nuclei
P1.1,14x2,105 nuclei
P1.1,14x20,54 nuclei
P1.1,14x21,0 nuclei
P1.1,14x22,0 nuclei
P1.1,14x3,51 nuclei
P1.1,14x4,29 nuclei
P1.1,14x5,57 nuclei
P1.1,14x6,51 nuclei
P1.1,14x7,85 nuclei
P1.1,14x8,82 nuclei
P1.1,14x9,79 nuclei
P1.1,15x10,88 nuclei
P1.1,15x16,132 nuclei
P1.1,15x17,73 nuclei
P1.1,15x18,55 nuclei
P1.1,15x19,48 nuclei
P1.1,15x2,124 nuclei
P1.1,15x20,31 nuclei
P1.1,15x21,32 nuclei
P1.1,15x4,95 nuclei
P1.1,15x5,49 nuclei
P1.1,15x6,68 nuclei
P1.1,15x7,90 nuclei
P1.1,15x8,41 nuclei
P1.1,15x9,0 nuclei
P1.1,16x10,53 nuclei
P1.1,16x11,0 nuclei
P1.1,16x12,58 nuclei
P1.1,16x15,0 nuclei
P1.1,16x16,93 nuclei
P1.1,16x17,108 nuclei
P1.1,16x18,77 nuclei
P1.1,16x19,53 nuclei
P1.1,16x2,46 nuclei
P1.1,16x20,33 nuclei
P1.1,16x21,23 nuclei
P1.1,16x22,51 nuclei
P1.1,16x3,70 nuclei
P1.1,16x4,45 nuclei
P1.1,16x5,38 nuclei
P1.1,16x6,61 nuclei
P1.1,16x7,59 nuclei
P1.1,16x8,1 nucleus
P1.1,17x10,65 nuclei
P1.1,17x11,49 nuclei
P1.1,17x12,54 nuclei
P1.1,17x13,36 nuclei
P1.1,17x14,0 nuclei
P1.1,17x15,73 nuclei
P1.1,17x16,61 nuclei
P1.1,17x17,57 nuclei
P1.1,17x18,42 nuclei
P1.1,17x19,45 nuclei
P1.1,17x2,53 nuclei
P1.1,17x20,26 nuclei
P1.1,17x21,68 nuclei
P1.1,17x22,35 nuclei
P1.1,17x23,0 nuclei
P1.1,17x3,78 nuclei
P1.1,17x4,57 nuclei
P1.1,17x5,47 nuclei
P1.1,17x6,80 nuclei
P1.1,17x7,63 nuclei
P1.1,18x11,1 nucleus
P1.1,18x12,79 nuclei
P1.1,18x13,42 nuclei
P1.1,18x14,41 nuclei
P1.1,18x15,62 nuclei
P1.1,18x16,41 nuclei
P1.1,18x17,67 nuclei
P1.1,18x18,42 nuclei
P1.1,18x19,61 nuclei
P1.1,18x2,65 nuclei
P1.1,18x20,36 nuclei
P1.1,18x21,40 nuclei
P1.1,18x22,15 nuclei
P1.1,18x3,29 nuclei
P1.1,18x4,79 nuclei
P1.1,18x5,63 nuclei
P1.1,18x6,75 nuclei
P1.1,18x7,64 nuclei
P1.1,19x11,20 nuclei
P1.1,19x12,68 nuclei
P1.1,19x13,60 nuclei
P1.1,19x14,28 nuclei
P1.1,19x15,64 nuclei
P1.1,19x16,66 nuclei
P1.1,19x17,26 nuclei
P1.1,19x18,63 nuclei
P1.1,19x19,27 nuclei
P1.1,19x2,79 nuclei
P1.1,19x20,39 nuclei
P1.1,19x22,12 nuclei
P1.1,19x3,8 nuclei
P1.1,19x4,78 nuclei
P1.1,19x5,45 nuclei
P1.1,19x6,99 nuclei
P1.1,19x7,18 nuclei
P1.1,20x10,26 nuclei
P1.1,20x11,48 nuclei
P1.1,20x12,54 nuclei
P1.1,20x13,54 nuclei
P1.1,20x14,49 nuclei
P1.1,20x15,84 nuclei
P1.1,20x16,41 nuclei
P1.1,20x17,39 nuclei
P1.1,20x18,43 nuclei
P1.1,20x19,59 nuclei
P1.1,20x2,106 nuclei
P1.1,20x20,11 nuclei
P1.1,20x21,17 nuclei
P1.1,20x3,91 nuclei
P1.1,20x4,48 nuclei
P1.1,20x5,1 nucleus
P1.1,20x6,14 nuclei
P1.1,20x7,6 nuclei
P1.1,20x8,2 nuclei
P1.1,21x10,52 nuclei
P1.1,21x11,59 nuclei
P1.1,21x12,63 nuclei
P1.1,21x13,51 nuclei
P1.1,21x14,61 nuclei
P1.1,21x15,61 nuclei
P1.1,21x16,46 nuclei
P1.1,21x17,45 nuclei
P1.1,21x18,43 nuclei
P1.1,21x19,16 nuclei
P1.1,21x2,90 nuclei
P1.1,21x20,15 nuclei
P1.1,21x3,96 nuclei
P1.1,21x4,64 nuclei
P1.1,21x5,2 nuclei
P1.1,21x6,17 nuclei
P1.1,21x8,49 nuclei
P1.1,21x9,40 nuclei
P1.1,22x10,94 nuclei
P1.1,22x11,108 nuclei
P1.1,22x12,41 nuclei
P1.1,22x13,69 nuclei
P1.1,22x14,32 nuclei
P1.1,22x15,60 nuclei
P1.1,22x16,31 nuclei
P1.1,22x17,33 nuclei
P1.1,22x18,42 nuclei
P1.1,22x19,31 nuclei
P1.1,22x2,89 nuclei
P1.1,22x3,99 nuclei
P1.1,22x4,74 nuclei
P1.1,22x5,0 nuclei
P1.1,22x6,112 nuclei
P1.1,22x7,78 nuclei
P1.1,22x8,57 nuclei
P1.1,22x9,78 nuclei
P1.1,23x10,70 nuclei
P1.1,23x11,50 nuclei
P1.1,23x12,77 nuclei
P1.1,23x13,45 nuclei
P1.1,23x14,24 nuclei
P1.1,23x15,53 nuclei
P1.1,23x16,39 nuclei
P1.1,23x17,24 nuclei
P1.1,23x18,17 nuclei
P1.1,23x2,83 nuclei
P1.1,23x3,91 nuclei
P1.1,23x5,40 nuclei
P1.1,23x6,48 nuclei
P1.1,23x7,45 nuclei
P1.1,23x8,78 nuclei
P1.1,23x9,86 nuclei
P1.1,24x10,75 nuclei
P1.1,24x11,37 nuclei
P1.1,24x12,30 nuclei
P1.1,24x13,36 nuclei
P1.1,24x14,28 nuclei
P1.1,24x15,32 nuclei
P1.1,24x16,20 nuclei
P1.1,24x17,13 nuclei
P1.1,24x2,96 nuclei
P1.1,24x3,33 nuclei
P1.1,24x4,76 nuclei
P1.1,24x5,65 nuclei
P1.1,24x6,67 nuclei
P1.1,24x7,70 nuclei
P1.1,24x8,59 nuclei
P1.1,24x9,56 nuclei
P1.1,25x10,36 nuclei
P1.1,25x11,29 nuclei
P1.1,25x12,82 nuclei
P1.1,25x13,33 nuclei
P1.1,25x14,41 nuclei
P1.1,25x15,38 nuclei
P1.1,25x16,4 nuclei
P1.1,25x2,70 nuclei
P1.1,25x3,58 nuclei
P1.1,25x4,37 nuclei
P1.1,25x5,63 nuclei
P1.1,25x6,75 nuclei
P1.1,25x7,55 nuclei
P1.1,25x8,54 nuclei
P1.1,25x9,65 nuclei
P1.1,26x10,36 nuclei
P1.1,26x11,33 nuclei
P1.1,26x12,76 nuclei
P1.1,26x13,67 nuclei
P1.1,26x14,20 nuclei
P1.1,26x2,70 nuclei
P1.1,26x3,72 nuclei
P1.1,26x4,71 nuclei
P1.1,26x5,43 nuclei
P1.1,26x6,67 nuclei
P1.1,26x7,68 nuclei
P1.1,26x8,59 nuclei
P1.1,26x9,36 nuclei
P1.1,27x10,72 nuclei
P1.1,27x11,49 nuclei
P1.1,27x12,11 nuclei
P1.1,27x13,27 nuclei
P1.1,27x14,0 nuclei
P1.1,27x2,56 nuclei
P1.1,27x3,28 nuclei
P1.1,27x4,59 nuclei
P1.1,27x5,54 nuclei
P1.1,27x6,68 nuclei
P1.1,27x7,104 nuclei
P1.1,27x8,60 nuclei
P1.1,27x9,42 nuclei
P1.1,28x10,50 nuclei
P1.1,28x11,14 nuclei
P1.1,28x12,75 nuclei
P1.1,28x13,50 nuclei
P1.1,28x2,40 nuclei
P1.1,28x3,68 nuclei
P1.1,28x4,68 nuclei
P1.1,28x5,56 nuclei
P1.1,28x6,63 nuclei
P1.1,28x7,114 nuclei
P1.1,28x8,47 nuclei
P1.1,28x9,25 nuclei
P1.1,29x10,67 nuclei
P1.1,29x11,53 nuclei
P1.1,29x12,3 nuclei
P1.1,29x2,58 nuclei
P1.1,29x3,63 nuclei
P1.1,29x4,96 nuclei
P1.1,29x5,62 nuclei
P1.1,29x6,71 nuclei
P1.1,29x7,63 nuclei
P1.1,29x8,50 nuclei
P1.1,29x9,81 nuclei
P1.1,30x10,13 nuclei
P1.1,30x11,24 nuclei
P1.1,30x2,62 nuclei
P1.1,30x3,31 nuclei
P1.1,30x4,54 nuclei
P1.1,30x5,105 nuclei
P1.1,30x6,56 nuclei
P1.1,30x8,52 nuclei
P1.1,30x9,72 nuclei
P1.1,31x10,49 nuclei
P1.1,31x11,0 nuclei
P1.1,31x2,34 nuclei
P1.1,31x3,58 nuclei
P1.1,31x4,59 nuclei
P1.1,31x5,111 nuclei
P1.1,31x6,44 nuclei
P1.1,31x7,55 nuclei
P1.1,31x8,46 nuclei
P1.1,31x9,24 nuclei
P1.1,32x10,0 nuclei
P1.1,32x2,16 nuclei
P1.1,32x3,59 nuclei
P1.1,32x4,55 nuclei
P1.1,32x5,67 nuclei
P1.1,32x6,72 nuclei
P1.1,32x7,51 nuclei
P1.1,32x8,42 nuclei
P1.1,32x9,31 nuclei
P1.1,6x13,1 nucleus
P1.1,6x14,0 nuclei
P1.1,6x15,0 nuclei
P1.1,6x16,0 nuclei
P1.1,6x2,88 nuclei
P1.1,6x3,92 nuclei
P1.1,6x4,73 nuclei
P1.1,6x5,79 nuclei
P1.1,6x6,44 nuclei
P1.1,6x7,0 nuclei
P1.1,7x10,79 nuclei
P1.1,7x11,42 nuclei
P1.1,7x12,45 nuclei
P1.1,7x13,121 nuclei
P1.1,7x14,83 nuclei
P1.1,7x15,96 nuclei
P1.1,7x16,54 nuclei
P1.1,7x17,39 nuclei
P1.1,7x18,1 nucleus
P1.1,7x19,1 nucleus
P1.1,7x2,99 nuclei
P1.1,7x3,67 nuclei
P1.1,7x4,78 nuclei
P1.1,7x5,130 nuclei
P1.1,7x6,44 nuclei
P1.1,7x7,47 nuclei
P1.1,7x8,10 nuclei
P1.1,7x9,69 nuclei
P1.1,8x10,51 nuclei
P1.1,8x11,84 nuclei
P1.1,8x12,84 nuclei
P1.1,8x13,41 nuclei
P1.1,8x14,37 nuclei
P1.1,8x15,63 nuclei
P1.1,8x16,108 nuclei
P1.1,8x17,59 nuclei
P1.1,8x18,74 nuclei
P1.1,8x19,24 nuclei
P1.1,8x2,61 nuclei
P1.1,8x3,44 nuclei
P1.1,8x4,52 nuclei
P1.1,8x5,65 nuclei
P1.1,8x6,45 nuclei
P1.1,8x7,48 nuclei
P1.1,8x8,76 nuclei
P1.1,8x9,22 nuclei
P1.1,9x10,34 nuclei
P1.1,9x11,45 nuclei
P1.1,9x12,58 nuclei
P1.1,9x13,48 nuclei
P1.1,9x14,48 nuclei
P1.1,9x15,40 nuclei
P1.1,9x16,37 nuclei
P1.1,9x17,56 nuclei
P1.1,9x18,53 nuclei
P1.1,9x19,51 nuclei
P1.1,9x2,63 nuclei
P1.1,9x20,82 nuclei
P1.1,9x21,36 nuclei
P1.1,9x3,54 nuclei
P1.1,9x4,54 nuclei
P1.1,9x5,55 nuclei
P1.1,9x6,51 nuclei
P1.1,9x7,73 nuclei
P1.1,9x8,98 nuclei
P1.1,9x9,85 nuclei
P1.2,12x17,4 nuclei
P1.2,12x18,30 nuclei
P1.2,12x20,0 nuclei
P1.2,13x15,11 nuclei
P1.2,13x16,5 nuclei
P1.2,13x17,113 nuclei
P1.2,13x18,110 nuclei
P1.2,13x19,135 nuclei
P1.2,13x20,32 nuclei
P1.2,13x21,0 nuclei
P1.2,14x13,4 nuclei
P1.2,14x14,18 nuclei
P1.2,14x15,63 nuclei
P1.2,14x16,66 nuclei
P1.2,14x17,56 nuclei
P1.2,14x18,56 nuclei
P1.2,14x19,58 nuclei
P1.2,14x20,67 nuclei
P1.2,14x21,32 nuclei
P1.2,15x10,20 nuclei
P1.2,15x11,42 nuclei
P1.2,15x12,37 nuclei
P1.2,15x13,34 nuclei
P1.2,15x14,16 nuclei
P1.2,15x15,72 nuclei
P1.2,15x16,70 nuclei
P1.2,15x17,7 nuclei
P1.2,15x18,63 nuclei
P1.2,15x19,55 nuclei
P1.2,15x20,55 nuclei
P1.2,15x21,83 nuclei
P1.2,15x7,0 nuclei
P1.2,15x8,24 nuclei
P1.2,15x9,21 nuclei
P1.2,16x10,67 nuclei
P1.2,16x11,35 nuclei
P1.2,16x12,28 nuclei
P1.2,16x13,73 nuclei
P1.2,16x14,62 nuclei
P1.2,16x15,108 nuclei
P1.2,16x16,73 nuclei
P1.2,16x17,80 nuclei
P1.2,16x18,66 nuclei
P1.2,16x19,82 nuclei
P1.2,16x20,109 nuclei
P1.2,16x21,91 nuclei
P1.2,16x22,74 nuclei
P1.2,16x6,1 nucleus
P1.2,16x7,80 nuclei
P1.2,16x8,90 nuclei
P1.2,16x9,79 nuclei
P1.2,17x10,120 nuclei
P1.2,17x11,89 nuclei
P1.2,17x12,40 nuclei
P1.2,17x13,22 nuclei
P1.2,17x14,83 nuclei
P1.2,17x15,60 nuclei
P1.2,17x16,109 nuclei
P1.2,17x17,41 nuclei
P1.2,17x18,83 nuclei
P1.2,17x19,73 nuclei
P1.2,17x20,62 nuclei
P1.2,17x21,102 nuclei
P1.2,17x22,96 nuclei
P1.2,17x23,0 nuclei
P1.2,17x24,16 nuclei
P1.2,17x25,0 nuclei
P1.2,17x5,0 nuclei
P1.2,17x6,89 nuclei
P1.2,17x7,114 nuclei
P1.2,17x8,122 nuclei
P1.2,17x9,71 nuclei
P1.2,18x10,66 nuclei
P1.2,18x11,99 nuclei
P1.2,18x12,57 nuclei
P1.2,18x13,50 nuclei
P1.2,18x14,125 nuclei
P1.2,18x15,106 nuclei
P1.2,18x16,124 nuclei
P1.2,18x17,88 nuclei
P1.2,18x18,107 nuclei
P1.2,18x19,71 nuclei
P1.2,18x20,8 nuclei
P1.2,18x21,13 nuclei
P1.2,18x22,53 nuclei
P1.2,18x23,63 nuclei
P1.2,18x24,37 nuclei
P1.2,18x5,37 nuclei
P1.2,18x6,47 nuclei
P1.2,18x7,100 nuclei
P1.2,18x8,64 nuclei
P1.2,18x9,68 nuclei
P1.2,19x10,108 nuclei
P1.2,19x11,86 nuclei
P1.2,19x12,56 nuclei
P1.2,19x13,27 nuclei
P1.2,19x14,119 nuclei
P1.2,19x15,76 nuclei
P1.2,19x16,84 nuclei
P1.2,19x17,64 nuclei
P1.2,19x18,112 nuclei
P1.2,19x19,122 nuclei
P1.2,19x20,69 nuclei
P1.2,19x22,137 nuclei
P1.2,19x23,51 nuclei
P1.2,19x24,99 nuclei
P1.2,19x25,23 nuclei
P1.2,19x5,38 nuclei
P1.2,19x6,135 nuclei
P1.2,19x7,95 nuclei
P1.2,19x8,114 nuclei
P1.2,19x9,92 nuclei
P1.2,20x10,85 nuclei
P1.2,20x11,62 nuclei
P1.2,20x12,137 nuclei
P1.2,20x13,51 nuclei
P1.2,20x14,19 nuclei
P1.2,20x15,125 nuclei
P1.2,20x16,58 nuclei
P1.2,20x17,45 nuclei
P1.2,20x18,104 nuclei
P1.2,20x19,108 nuclei
P1.2,20x20,102 nuclei
P1.2,20x21,131 nuclei
P1.2,20x22,89 nuclei
P1.2,20x23,93 nuclei
P1.2,20x24,84 nuclei
P1.2,20x25,52 nuclei
P1.2,20x26,8 nuclei
P1.2,20x5,65 nuclei
P1.2,20x6,75 nuclei
P1.2,20x7,116 nuclei
P1.2,20x8,123 nuclei
P1.2,20x9,92 nuclei
P1.2,21x10,62 nuclei
P1.2,21x11,101 nuclei
P1.2,21x12,121 nuclei
P1.2,21x13,105 nuclei
P1.2,21x14,115 nuclei
P1.2,21x15,84 nuclei
P1.2,21x16,68 nuclei
P1.2,21x17,107 nuclei
P1.2,21x18,146 nuclei
P1.2,21x19,63 nuclei
P1.2,21x20,58 nuclei
P1.2,21x21,93 nuclei
P1.2,21x22,129 nuclei
P1.2,21x23,103 nuclei
P1.2,21x24,38 nuclei
P1.2,21x25,73 nuclei
P1.2,21x26,23 nuclei
P1.2,21x5,59 nuclei
P1.2,21x6,91 nuclei
P1.2,21x7,101 nuclei
P1.2,21x8,58 nuclei
P1.2,21x9,67 nuclei
P1.2,22x10,109 nuclei
P1.2,22x11,139 nuclei
P1.2,22x12,148 nuclei
P1.2,22x13,53 nuclei
P1.2,22x14,137 nuclei
P1.2,22x15,90 nuclei
P1.2,22x16,38 nuclei
P1.2,22x17,116 nuclei
P1.2,22x18,110 nuclei
P1.2,22x19,145 nuclei
P1.2,22x20,130 nuclei
P1.2,22x21,107 nuclei
P1.2,22x22,89 nuclei
P1.2,22x23,130 nuclei
P1.2,22x24,62 nuclei
P1.2,22x25,89 nuclei
P1.2,22x26,77 nuclei
P1.2,22x27,4 nuclei
P1.2,22x5,0 nuclei
P1.2,22x6,49 nuclei
P1.2,22x7,46 nuclei
P1.2,22x8,96 nuclei
P1.2,22x9,39 nuclei
P1.2,23x10,36 nuclei
P1.2,23x11,54 nuclei
P1.2,23x12,72 nuclei
P1.2,23x13,72 nuclei
P1.2,23x14,103 nuclei
P1.2,23x15,43 nuclei
P1.2,23x16,105 nuclei
P1.2,23x17,116 nuclei
P1.2,23x18,136 nuclei
P1.2,23x19,125 nuclei
P1.2,23x20,131 nuclei
P1.2,23x21,156 nuclei
P1.2,23x22,102 nuclei
P1.2,23x23,105 nuclei
P1.2,23x24,63 nuclei
P1.2,23x25,28 nuclei
P1.2,23x26,31 nuclei
P1.2,23x27,35 nuclei
P1.2,23x5,2 nuclei
P1.2,23x6,55 nuclei
P1.2,23x7,88 nuclei
P1.2,23x8,48 nuclei
P1.2,23x9,59 nuclei
P1.2,24x10,71 nuclei
P1.2,24x11,73 nuclei
P1.2,24x12,87 nuclei
P1.2,24x13,69 nuclei
P1.2,24x14,138 nuclei
P1.2,24x15,95 nuclei
P1.2,24x16,70 nuclei
P1.2,24x17,127 nuclei
P1.2,24x18,131 nuclei
P1.2,24x19,130 nuclei
P1.2,24x20,116 nuclei
P1.2,24x21,92 nuclei
P1.2,24x22,90 nuclei
P1.2,24x23,44 nuclei
P1.2,24x24,82 nuclei
P1.2,24x25,34 nuclei
P1.2,24x26,55 nuclei
P1.2,24x27,39 nuclei
P1.2,24x5,13 nuclei
P1.2,24x6,32 nuclei
P1.2,24x7,51 nuclei
P1.2,24x8,60 nuclei
P1.2,24x9,53 nuclei
P1.2,25x10,80 nuclei
P1.2,25x11,73 nuclei
P1.2,25x12,53 nuclei
P1.2,25x13,49 nuclei
P1.2,25x14,194 nuclei
P1.2,25x15,58 nuclei
P1.2,25x16,17 nuclei
P1.2,25x17,138 nuclei
P1.2,25x18,124 nuclei
P1.2,25x19,109 nuclei
P1.2,25x20,93 nuclei
P1.2,25x21,118 nuclei
P1.2,25x22,101 nuclei
P1.2,25x23,126 nuclei
P1.2,25x24,52 nuclei
P1.2,25x25,36 nuclei
P1.2,25x26,73 nuclei
P1.2,25x27,49 nuclei
P1.2,25x5,22 nuclei
P1.2,25x6,36 nuclei
P1.2,25x7,39 nuclei
P1.2,25x8,58 nuclei
P1.2,25x9,20 nuclei
P1.2,26x10,116 nuclei
P1.2,26x11,57 nuclei
P1.2,26x12,71 nuclei
P1.2,26x13,79 nuclei
P1.2,26x14,33 nuclei
P1.2,26x15,33 nuclei
P1.2,26x16,70 nuclei
P1.2,26x17,96 nuclei
P1.2,26x18,104 nuclei
P1.2,26x19,130 nuclei
P1.2,26x20,87 nuclei
P1.2,26x21,46 nuclei
P1.2,26x22,65 nuclei
P1.2,26x23,88 nuclei
P1.2,26x24,6 nuclei
P1.2,26x25,28 nuclei
P1.2,26x26,59 nuclei
P1.2,26x27,55 nuclei
P1.2,26x5,12 nuclei
P1.2,26x6,52 nuclei
P1.2,26x7,41 nuclei
P1.2,26x8,78 nuclei
P1.2,26x9,51 nuclei
P1.2,27x10,65 nuclei
P1.2,27x11,67 nuclei
P1.2,27x12,51 nuclei
P1.2,27x13,95 nuclei
P1.2,27x14,39 nuclei
P1.2,27x15,58 nuclei
P1.2,27x17,92 nuclei
P1.2,27x18,137 nuclei
P1.2,27x19,130 nuclei
P1.2,27x20,87 nuclei
P1.2,27x21,119 nuclei
P1.2,27x22,91 nuclei
P1.2,27x23,59 nuclei
P1.2,27x24,68 nuclei
P1.2,27x25,67 nuclei
P1.2,27x26,45 nuclei
P1.2,27x27,38 nuclei
P1.2,27x28,0 nuclei
P1.2,27x5,0 nuclei
P1.2,27x6,90 nuclei
P1.2,27x7,96 nuclei
P1.2,27x8,41 nuclei
P1.2,27x9,70 nuclei
P1.2,28x10,78 nuclei
P1.2,28x11,98 nuclei
P1.2,28x12,121 nuclei
P1.2,28x13,88 nuclei
P1.2,28x14,88 nuclei
P1.2,28x15,69 nuclei
P1.2,28x16,96 nuclei
P1.2,28x17,130 nuclei
P1.2,28x18,175 nuclei
P1.2,28x19,146 nuclei
P1.2,28x20,122 nuclei
P1.2,28x21,93 nuclei
P1.2,28x22,12 nuclei
P1.2,28x23,59 nuclei
P1.2,28x24,54 nuclei
P1.2,28x25,10 nuclei
P1.2,28x26,66 nuclei
P1.2,28x27,35 nuclei
P1.2,28x28,8 nuclei
P1.2,28x6,53 nuclei
P1.2,28x7,88 nuclei
P1.2,28x8,42 nuclei
P1.2,28x9,95 nuclei
P1.2,29x10,3 nuclei
P1.2,29x11,21 nuclei
P1.2,29x12,59 nuclei
P1.2,29x13,71 nuclei
P1.2,29x14,60 nuclei
P1.2,29x15,74 nuclei
P1.2,29x16,101 nuclei
P1.2,29x17,77 nuclei
P1.2,29x18,97 nuclei
P1.2,29x19,68 nuclei
P1.2,29x20,89 nuclei
P1.2,29x21,91 nuclei
P1.2,29x22,68 nuclei
P1.2,29x23,18 nuclei
P1.2,29x24,39 nuclei
P1.2,29x25,57 nuclei
P1.2,29x26,69 nuclei
P1.2,29x27,38 nuclei
P1.2,29x28,0 nuclei
P1.2,29x6,0 nuclei
P1.2,29x7,57 nuclei
P1.2,29x8,55 nuclei
P1.2,29x9,9 nuclei
P1.2,30x10,56 nuclei
P1.2,30x11,8 nuclei
P1.2,30x12,40 nuclei
P1.2,30x13,155 nuclei
P1.2,30x14,111 nuclei
P1.2,30x15,115 nuclei
P1.2,30x16,10 nuclei
P1.2,30x17,52 nuclei
P1.2,30x18,93 nuclei
P1.2,30x19,131 nuclei
P1.2,30x20,111 nuclei
P1.2,30x21,125 nuclei
P1.2,30x22,12 nuclei
P1.2,30x23,33 nuclei
P1.2,30x24,46 nuclei
P1.2,30x25,84 nuclei
P1.2,30x26,71 nuclei
P1.2,30x27,37 nuclei
P1.2,30x28,0 nuclei
P1.2,30x8,7 nuclei
P1.2,30x9,23 nuclei
P1.2,31x10,118 nuclei
P1.2,31x11,118 nuclei
P1.2,31x12,40 nuclei
P1.2,31x13,124 nuclei
P1.2,31x14,91 nuclei
P1.2,31x15,18 nuclei
P1.2,31x16,30 nuclei
P1.2,31x17,57 nuclei
P1.2,31x18,49 nuclei
P1.2,31x19,113 nuclei
P1.2,31x20,66 nuclei
P1.2,31x21,85 nuclei
P1.2,31x22,74 nuclei
P1.2,31x23,65 nuclei
P1.2,31x24,65 nuclei
P1.2,31x25,42 nuclei
P1.2,31x26,22 nuclei
P1.2,31x27,110 nuclei
P1.2,31x28,0 nuclei
P1.2,31x7,60 nuclei
P1.2,31x8,31 nuclei
P1.2,31x9,37 nuclei
P1.2,32x10,136 nuclei
P1.2,32x11,84 nuclei
P1.2,32x12,3 nuclei
P1.2,32x13,88 nuclei
P1.2,32x14,136 nuclei
P1.2,32x15,116 nuclei
P1.2,32x16,54 nuclei
P1.2,32x17,46 nuclei
P1.2,32x18,122 nuclei
P1.2,32x19,144 nuclei
P1.2,32x20,63 nuclei
P1.2,32x21,134 nuclei
P1.2,32x22,45 nuclei
P1.2,32x23,117 nuclei
P1.2,32x24,65 nuclei
P1.2,32x25,123 nuclei
P1.2,32x26,82 nuclei
P1.2,32x27,33 nuclei
P1.2,32x28,2 nuclei
P1.2,32x7,0 nuclei
P1.2,32x8,74 nuclei
P1.2,32x9,34 nuclei
P1.3,10x10,19 nuclei
P1.3,10x11,33 nuclei
P1.3,10x12,38 nuclei
P1.3,10x13,28 nuclei
P1.3,10x15,41 nuclei
P1.3,10x16,106 nuclei
P1.3,10x17,63 nuclei
P1.3,10x18,72 nuclei
P1.3,10x19,98 nuclei
P1.3,10x2,13 nuclei
P1.3,10x20,32 nuclei
P1.3,10x21,49 nuclei
P1.3,10x22,7 nuclei
P1.3,10x3,30 nuclei
P1.3,10x4,15 nuclei
P1.3,10x5,23 nuclei
P1.3,10x6,16 nuclei
P1.3,10x7,29 nuclei
P1.3,10x8,88 nuclei
P1.3,10x9,41 nuclei
P1.3,11x10,49 nuclei
P1.3,11x11,43 nuclei
P1.3,11x12,95 nuclei
P1.3,11x13,54 nuclei
P1.3,11x14,51 nuclei
P1.3,11x15,76 nuclei
P1.3,11x16,35 nuclei
P1.3,11x17,61 nuclei
P1.3,11x18,32 nuclei
P1.3,11x19,43 nuclei
P1.3,11x2,44 nuclei
P1.3,11x20,66 nuclei
P1.3,11x21,71 nuclei
P1.3,11x22,24 nuclei
P1.3,11x3,18 nuclei
P1.3,11x4,18 nuclei
P1.3,11x5,68 nuclei
